source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
135;2025-08-08T15:49:37-03:00;18036839141430059;"Presente há 20 anos no mercado, a FC Instalações Elétricas, encabeçada pelo sócio-proprietário Fernando Gomes Pereira, já chega atuante na lista de novos associados da ACIRV. 

É que o empresário já participou do seu primeiro Café de Negócios, ocorrido no último dia 29. ""Foi muito importante ter ido ao nosso primeiro evento como associado. Fizemos a inscrição no Programa ALI e pretendemos colocar em prática o que nos for passado no decorrer do projeto"", salientou ele, que já esteve em outras reuniões antes mesmo de firmar parceria com a ACIRV. 

Vale ressaltar que a empresa é responsável por realizar instalação e manutenção elétrica industrial, comercial e residencial, incluindo casas de alto padrão. 

Vem fazer parte do nosso time de associados você também, empresário rioverdense! 

#ACIRVassociados #ACIRVFCInstalaçõesElétricas #RioVerde 🫱🏻‍🫲🏾";624;552;23;0;3;0;6;0;1;26;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
136;2025-08-08T07:40:50-03:00;18299803774218720;"🎤🌟 Microfones preparados, vozinhas afinadas e muita fofura no ar!
O Pirulito e Violão está com as inscrições A-BER-TAS!

Se sua criança vive cantando até no banho, chegou o momento de brilhar no palco!
👉 Inscrições até 1º de setembro, pelo link: https://shre.ink/festivalpirulitoeviolaoacirv

📍 Realização: ACIRV
🎶 Bora fazer parte desse espetáculo?

#FestivalPirulitoEViolão #VemCantar #CulturaInfantil #ACIRV";326;296;12;0;2;1;0;0;;15;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
137;2025-08-06T18:17:21-03:00;18059220602075934;"🩺 CONVITE ESPECIAL - SAÚDE EMPREENDEDORA 

Você, empresário ou profissional da área da Saúde, é nosso convidado para um bate-papo imperdível sobre como transformar o CNPJ em um grande aliado da sua carreira e do seu negócio.

Data e Hora: 11/08/2025 – 19h
Local: Auditório da ACIRV 
Rua Dona Maricota, 199 - Jardim Marconal 
Rio Verde (GO)

Está na programação, uma palestra - ministrada por @andersonlimacontador, representante do @sebraegoias - sobre os benefícios legais, tributários e empresariais que podem impulsionar o crescimento de profissionais e empresas do segmento da Saúde, com orientações práticas e oportunidades para melhorar sua atuação no mercado.

Após a atividade, é prevista a formação de uma roda de conversa em que o contador de Saúde e advogado @miguel.bispo.neto irá se unir ao palestrante e, juntos, complementarão a temática reforçando ações importantes de formalização no setor. 

Participe e descubra como o empreendedorismo pode fortalecer ainda mais sua carreira!

INSCREVA-SE: https://beevent.sebraego.com.br/inscreva-se/174221066

#ACIRVeventos #ProfissionaisDaSaúde #RioVerde";1026;720;13;2;6;0;10;1;;21;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
138;2025-08-04T14:00:01-03:00;18033898760694725;"Há 14 anos no mercado, o novo associado da ACIRV Wesley Drinks (@wesleydrink3.8) apresenta serviços de organização de feiras, congressos, exposições e festas, como aniversários e casamentos.

O proprietário @wesley.erreira está otimista com a parceria da ACIRV. ""Estamos com boas expectativas, pois integrar a minha empresa à associação vai transmitir credibilidade para os clientes, além de ser uma oportunidade para dar mais visibilidade, isso porque só é lembrado quem é visto"", observou.

Seja você também nosso novo associado!

#ACIRVassociados #ACIRVeWesleyDrinks #RioVerde";643;595;25;2;3;0;5;0;;30;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
139;2025-08-04T07:40:18-03:00;18367941760181226;"✨️ NÃO PERCA ESTA CHANCE DE BRILHAR!

O palco tá montado.
O violão afinado.
Só falta a sua voz.

O Festival Barzinho e Violão está com inscrições abertas até 15 de agosto! 🗓️

É o espaço perfeito pra quem quer dividir sua música com o mundo em um ambiente intimista, cheio de afeto e boa energia.

🎶 Bora transformar emoção em melodia?
Se inscreva já pelo link: https://shre.ink/festivalbarzinhoeviolaoacirv

#ACIRVFestivalBarzinhoeViolão #BarzinhoeViolão #RioVerde #NovosTalentosMusicais";8136;--;44;4;24;9;275;35;48;81;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
140;2025-07-30T19:30:57-03:00;18049726091204086;"Uma produtiva reunião foi realizada recentemente, com membros da ACIRV e representantes da OCB, cooperativa Comigo e Coop-Recicla, com o intuito de  discutir oportunidades ligadas ao crédito de carbono. 

""O encontro trouxe perspectivas promissoras de negócios sustentáveis, reforçando a importância da união entre cooperativismo e responsabilidade ambiental"", destaca José Carlos Cintra. 

#ACIRVeResponsabilidadeSocial #ACIRVeCréditodeCarbono #RioVerde";421;408;25;0;2;1;5;0;;28;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
141;2025-07-29T12:06:38-03:00;18006236672619202;"🎶🌈 Pirulito, violão... e muita imaginação!
Chegou o momento das crianças brilharem no palco!

🎤 Estão abertas as inscrições para o Festival Pirulito e Violão, promovido com carinho pela ACIRV.

Se a sua criança ama música, o palco está chamando!
🎼 Bora fazer parte desse espetáculo?

💻 Inscreva-se agora pelo link: https://shre.ink/festivalpirulitoeviolaoacirv

#FestivalPirulitoeViolao #ACIRVeventos #ACIRVeSudoexpo";29541;27132;24;1;7;0;7;1;37;32;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
142;2025-07-28T09:58:48-03:00;18066623266907394;"🎵 Já imaginou você cantando para uma plateia cheia, com luzes e aplausos?

👉 Então responde aí:
Você tem uma voz que emociona?
Toca aquele violão que arrepia?
Tem um duo ou toca solo?

As inscrições para o Festival Barzinho e Violão estão abertas!
Mostre seu talento e represente a nossa cidade no palco 🎙️

🔗 Inscreva-se agora: LINK NA BIO! 
https://shre.ink/festivalbarzinhoeviolaoacirv

#BarzinhoEViolão2025 #ACIRV #MúsicaLocal #VemProFestival";7106;--;61;6;26;2;62;3;;95;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
143;2025-07-25T11:13:45-03:00;18093855835712308;"""A educação é a base para o desenvolvimento pessoal e, consequentemente, de
 toda comunidade. Diante disso, as forças empresariais promovem o crescimento, e o nosso papel, como empresa educacional, é de servir proporcionando aprendizado. A ACIRV já faz parte da nossa história, pois além de abrir portas também auxilia no relacionamento com outras instituições"", comenta o mais novo associado @altemiro_neto.

A nova empresa parceira da ACIRV é a YPY Educacional Centro-Oeste (@ypyeducacionalcentrooeste). Trata-se de uma escola direcionada para quem pretende concluir os ensinos Fundamental e Médio, em modelo à distância. Além disso, o instituto oferece mais de 40 cursos técnicos, sendo o carro-chefe o de Transações Imobiliárias. Provas de títulos também podem ser realizadas, de acordo com o grau de conhecimento do aluno.

Não perca tempo, seja também nosso associado! 

#ACIRVassociados #ACIRVparceria #ACIRVe YPYEducacionalCentroOeste #RioVerde";1351;1159;46;2;2;3;2;3;;53;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
144;2025-07-22T17:30:31-03:00;18091621033638203;"Está em busca de algum tipo de seguro? O novo associado da ACIRV, a Seguralta Rio Verde (@seguralta.rioverde) pode ajudar! A empresa, que está em atividade há 15 anos, oferece serviços de seguros de automóveis, de vida, empresarial e residencial, além de consórcios.

""A dificuldade de empreender no Brasil é grande nos dias de hoje. Mas com união da classe empresarial e a representatividade da  ACIRV, podemos nos fortalecer. E isso nos permite oferecer serviços para uma sociedade cada vez melhor"", observa o sócio-proprietário @abilionato. 

Ainda não é um associado ACIRV? Fale com o nosso time e conheça os benefícios! 

#ACIRVassociados #ACIRVparceria #ACIRVeSeguraltaRioVerde #RioVerde";431;386;25;2;0;0;1;1;;27;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
145;2025-07-16T17:30:33-03:00;17872553043391775;"A ACIRV dá boas-vindas para mais um associado! Dessa vez, quem entra no nosso quadro é a Jeomaq Telas Prado (@jeomaqrv), que está no mercado desde 2017, na cidade de Rio Verde. A empresa, liderada por Jorge Luiz Rosa do Prado, tem em seu portfólio a venda de telas, alambrados, postes, bloquetes, cocho para confinamento e bebedouro entre outros serviços.

A administradora @elaineluiza.silvaprado está animada com a nova parceria. ""A ACIRV tem muito destaque e nome no mercado. Por conta disso, vai nos auxiliar no crescimento da empresa. Além do networking, que é muito importante, também temos acesso à capacitação para aprimorar a oferta de nossos serviços aos clientes"", disse ela.

#ACIRVassociados #ACIRVparceria #ACIRVeJeomaq #RioVerde";1143;1078;33;4;1;1;9;0;;39;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
146;2025-07-16T12:00:17-03:00;18045529847270168;"A ACIRV possui um auditório moderno e uma sala para treinamentos e reuniões disponíveis para o seu evento! 

Os espaços são equipados com multimí­dia, som, bebedouro e ar condicionado. O auditório tem capacidade para 120 pessoas sentadas e a sala de treinamentos e reuniões comporta até 30 visitantes. 

E o melhor: nossos associados pagam preços diferenciados!

#ACIRVeventos #ACIRVserviços 🧑🏾‍💻✍🏻";782;651;14;0;3;0;2;0;;17;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
147;2025-07-15T12:00:30-03:00;18115341883498004;"Pensando no crescimento acelerado da cidade de Rio Verde, a ACIRV está sempre lançando novos projetos. Com a missão de impulsionar o desenvolvimento social, polí­tico e econômico da região, além de representar os interesses da classe empresarial em todos as esferas institucionais. 
 
As empresas ganham força através da união, sempre buscando ideais e resultados de interesses em comum. 
 
Tudo isso, pensando em você, empresário! Assim como no crescimento da sua empresa. Conheça nossos serviços e seja um associado.

#ACIRVassociados #ACIRVinstitucional 🤵🏼🤵🏽‍♀️";468;434;15;0;1;0;2;0;;16;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
148;2025-07-14T11:39:35-03:00;17918079897106329;"Recebemos hoje mais uma grande empresa como associada: a Codepa Engenharia (@codeparioverde ), representada por Everton Eduardo Kochhann. A empresa é referência em projetos e construção civil em Rio Verde.

Acreditamos que conexões fortalecem negócios — e é com entusiasmo que damos as boas-vindas à Codepa à nossa rede de empreendedores que fazem a diferença na cidade.

Que essa parceria seja marcada por crescimento mútuo e novas oportunidades!

#ACIRV #NovosAssociados #ConstruçãoCivil #CodepaEngenharia #Empreendedorismo #ForçaEmpresarial #RioVerde";1347;1168;45;0;4;0;4;1;;49;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
149;2025-07-01T15:26:18-03:00;18062567639468203;"O presidente da ACIRV, José Carlos Cintra e os vice-presidentes Wenya Alecrim e Cássio Iplinsky participaram nesta segunda-feira (30/06) de uma entrevista com o Costa Filho na Rádio Morada do Sol.  Em entrevista o atual presidente e diretores da recém empossada diretoria triênio 2025/2028, retrataram suas expectativas e projetos para a gestão nos próximos anos, garantindo compromisso com os associados e a classe empresarial de Rio Verde-GO e região.🤝🚀

#acirv#associações #compromiso";1073;893;44;1;0;1;5;0;;46;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
150;2025-07-01T08:43:15-03:00;17950408295868244;"EM JATAÍ, PRESIDENTE DA ACIRV JOSÉ CARLOS CINTRA MARCA PRESENÇA EM ENCONTRO REGIONAL DA FACIEG 

Promovido pela Federação das Associações Comerciais, Industriais e Agropecuárias do Estado de Goiás (FACIEG) no Hotel Thermas Bonsucesso, o evento reuniu importantes lideranças da região para discutir estratégias e ações voltadas ao fortalecimento do setor produtivo goiano.

Representando a ACIRV no Encontro, o presidente José Carlos Cintra cumprimentou o Presidente Márcio Luiz e a FACIEG pelo trabalho que vem realizando em benefício dos associados e da classe empresarial. Reafirmou também o compromisso de Rio Verde com o desenvolvimento econômico regional. Acompanharam o presidente José Carlos o vice-presidente de Comércio, Gustavo Lacerda e o Diretor Consultivo, Eduardo Lobo. 

Na imagem: (Gustavo Lacerda, José Carlos Cintra, Márcio Luís (presidente da FACIEG), Wanessa Cruvinel (presidente da ACIJ) e Eduardo Lobo)";752;678;23;1;2;0;4;0;;26;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
